ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1527814044	ژاړنده	jzaaRunda	spring that dribbles out water	2	n. f.																													
1527820326	ژاوله	jzaawlá, jzáawla	resin, gum; cud; fig - nonsense, rubbish, foolishness	4	n. f.																													2
1527819592	ژبپوهنه	jzabpohúna	linguistics	3	n. f.																													2
1527823150	ژلۍ	jzalúy	hail (ږلۍ)	3	n. f.																													2
1527820381	ژندره	jzandurá, jzandúra	lock; a tool used to straighten used shells and cartridges	3	n. f.																													2
1527813807	ژړا	jzaRáa	weeping, crying	4	n. f.																													3
1527812718	ژباړه	jzbáaRa	translation, paraphrasing	3	n. f.																													2
1527813111	ژغورنه	jzghorúna	rescuing, sparing, defence, protection	4	n. f.																													2
1675280989003	ژمنتیا	jzmantyáa	commitment, dedication, resolve		n. f.																													2
1527811614	ژمنه	jzmúna	promise	4	n. f.																													2
1527819684	ژرنده	jzránda	grinder, mill	4	n. f.																													2
1527812720	ژبه	jzúba, jzíba	language, tongue	4	n. f.																													3
1714370596899	ژبه کول	jzúba kawúl, jzíba kawúl	to promise, to give one's word	3	v. dyn. comp. trans.	1527812720	promise																											3
1527811889	ژره	jzúra	thorn, prickle	4	n. f.																													2
1527821555	ژۍ	jzúy	edge, verge, side	3	n. f.																													3
1527813589	ژوند توګه	jzwand tóga	lifestyle	2	n. f.																													2
1678361753429	ژوند بڼه	jzwund búNa	lifestyle		n. f.																													2
1527814082	ژوره	jzwura, jzuwúra	depth; pit, hole, cavity, chasm	4	n. f.																													3
1527818863	ژیړه	jzyáRa	yellowness, jaundice; insult, disgrace, mockery	3	n. f.																													2
1527820428	کابینه	kaabeená	cabinet (politics)	4	n. f.																													3
1527821429	کاچوغه	kaachóogha	spoon, ladle	4	n. f.																													2
1578706221814	کافي	kaafée	coffee	4	n. f.																													3
1527816196	کاغذداني	kaaghazdaanée	wastepaper basket	4	n. f.																													2
1566550212862	کاختي	kaakhtée	famine, shortage, dearth (from قحطي)	2	n. f.																													2
1527816438	کاکۍ	kaakúy	aunt (uncle's wife)	3	n. f. anim.																													2
1527816568	کاکۍ	kaakúy	beetle, scarab	2	n. f. anim.																													2
1527814743	کالیزه	kaaléeza	anniversary, birthday; calendar	4	n. f.																													2
1527813363	کامچه	kaamácha	little finger, pinkie	3	n. f.																													2
1527811744	کامره	kaamrá	camera	4	n. f.																													2
1527811855	کامیابي	kaamyaabée	success, acheivement, victory	4	n. f.																													3
1576889461346	کان کېندنه	kaan kendúna	mining	3	n. f.																													
1527818873	کانه	kaaná	misfortune, tragedy, calamity, trouble	1	n. f.																													2
1527818872	کانه	káana	edge, border, wing feather, wing quill	1	n. f.																													
1588162247009	کانه وانه	káana wáana	questions, squabbling, dispute	1	n. f.																													
1527812728	کاناډا	kaanaaDáa	Canada	3	n. f.																													2
1527816198	کانګه	káanga	vomiting, retching (usually plural)	3	n. f.																													2
1610616752370	کانګۍ	kaangúy	echo, repetition	4	n. f.																													2
1527814305	کانکني	kaankanee	mining	2	n. f.																													
1527823209	کاریګري	kaareegaree	employment, labor, working	3	n. f.																													2
1527812734	کارګاه	kaargáah	workshop	4	n. f.																													2
1527818741	کارکردګي	kaarkardagée	performance, output, work, efficiency; development (of deposits), extraction (of mineral resources)	3	n. f.																													2
1527817168	کارخانه	kaarkhaaná	factory, workshop	3	n. f.																													3
1527811854	کارنامه	kaarnaamá	deed, act; exploit, feat, achievement	3	n. f.																													3
1527813892	کاسه	kaasá	cup, basin, saucer	4	n. f.																													2
1527811926	کاسیر	kaaséer	prostitute	3	n. m. anim. unisex																													2
1527811930	کاسیري	kaaseerée	prostitution	3	n. f.																													2
1527812061	کاشي	kaashée	tiles, glazed tiles, glazed brick	4	n. f.																													2
1527812062	کاشي ګري	kaashee garée	manufacturing of glazed tiles, glazed brick	1	n. f.																													2
1527812736	کاشوغه	kaashóogha	spoon	3	n. f.																													2
1527814466	کاشتکاري	kaashtkaarée	farming, agriculture	3	n. f.																													2
1527817109	کاته	kaata	letter, notebook; directions, instructions	2	n. f.																													
1574784564095	کبي	kabée	rein, reins, bridle, halter (of a horse)	2	n. f.																													2
1578759565804	کچه	kácha	level	4	n. f.																													2
1527819426	کچنۍ	kachanúy	female dancer, prostitute	4	n. f.																													
1527821093	کچنۍ	kachanúy	prostitute, female dancer	4	n. f.																													
1527818569	کچکاسه	kachkaasá	bucket (for pouring syrup when making cane sugar)	1	n. f.																													2
1575237318265	کچره	kachúra	mule	4	n. f. anim.																													2
1527814008	کدوچه	kadoochá	summer squash, vegetable marrow	3	n. f.																													2
1527813745	کډوالي	kaDwaalée	migration, exile, emmigration	4	n. f.																													2
1527818103	کفاره	kifaará, kafaará, kUfaará	atonement, payment for sins, expitiation, propitiation	3	n. f.																													3
1703659327737	کفاره ورکول	kifaará warkawúl, kUfaará warkawúl	to give atonement for	3	v. dyn. comp. trans.	1527818103	atone	for																										3
1527816762	کفایتي	kifaayatée, kafaayatée	sufficiency, adequacy, competence	3	n. f.																													2
1586446956682	کږه	kaGá	hyena (female)	2	n. f. anim.																													2
1527820721	کهه	kahá	vomit, vomiting, puke, puking	1	n. f.																													2
1527823663	کهه	kahá	nausea, itch, itching	1	n. f.																													2
1527823000	کجاوه	kajaawá	seat (on camel’s back, for a bride); pannier, saddle-pack on a bike or motorcycle; basket; motorcycle sidecar; bubbles (on surface of water)	3	n. f.																													2
1527813392	کجوره	kajóora	date (food)	4	n. f.																													3
1527822079	ککرۍ	kakarúy	skull, crown (of the head); top, peak, summit (of a mountain)	4	n. f.																													2
1527822433	کلا	kaláa	castle, fort, fortress	4	n. f.																													2
1527820003	کلابندي	kalaabandée	siege	2	n. f.																													2
1527822720	کلوشه	kaláwsha	galosh (کلوښه)	4	n. f.																													2
1527822719	کلوښه	kaláwxa	galosh	3	n. f.																													2
1527819042	کلیسا	kaleesáa	church	4	n. f.																													3
1527814416	کلمه	kalimá	word; short form for the Islamic Shahadah (confession of faith), creed	4	n. f.									کلمات	kalimáat																			3
1708911049259	کلیمه	kaleemá	word; short form for the Islamic Shahadah (confession of faith), creed	4	n. f.																													3
1527822414	کم فکري	kam fikrée	lack of seriousness, lack of consideration/care, frivolousness	3	n. f.																													2
1527819855	کم خوبي	kam khobée	insomnia, sleeplessness	3	n. f.																													2
1527823595	کم خوني	kam khoonée	anemia	3	n. f.																													2
1527814045	کمانۍ	kamaanúy	spring	4	n. f.																													
1527815651	کمانۍ	kamaanúy	spring	4	n. f.																													
1566653299904	کمره	kamará, kamrá	camera	4	n. f.																													2
1644777956980	کمبل	kambál, kimbál	blanket, cloak, reversible rug, coarse carpet	4	n. f.																													3
1527820852	کمپنۍ	kampanúy	company	4	n. f.																													2
1527811745	کمره	kamrá	room, compartment	4	n. f.																													2
1622483530565	کمڅۍ	kamtsúy	plait, tress, lock, braid (of hair)	4	n. f.																													2
1586451679798	کمتري	kamturée	inadequacy, innsuficiency	4	n. f.																													2
1527813343	کمچه ګوته	kamúcha góota	fourth finger, ring finger	2	n. f.																													
1527819215	کمزورتیا	kamzortyáa	weakness	3	n. f.																													3
1527815510	کناري	kanaarée, kinaarée	butcher shop, butchery, slaughter, massacre	2	n. f.																													2
1527813517	کنده	kánda	pit, ditch, abyss, cavity	4	n. f.																													3
1709838506835	کنده کول	kanda kawúl	to dig, engrave		v. stat. comp. trans.	1527813517	dig																											3
1709838508737	کنده کېدل	kanda kedúl	to be dug, engraved		v. stat. comp. instrans.	1527813517	be	dug																										2
